43	456	0
43	199	0
44	1458	1
44	444	1
44	70	1
44	2599	1
44	2253	0
44	3015	0
44	2587	0
44	2595	0
45	1704	1
45	737	1
45	636	1
45	23	1
45	2362	0
45	1916	0
45	577	0
45	2794	0
46	3336	1
46	386	1
46	372	1
46	2837	1
46	3049	0
46	3608	0
46	1025	0
46	2595	0
47	2577	1
47	2655	1
47	782	1
47	1839	1
47	2015	0
47	1196	0
47	457	0
47	548	0
48	1464	1
48	585	1
48	1266	1
48	3331	1
48	1705	0
48	2059	0
48	3096	0
48	1735	0
49	2760	1
49	2878	1
49	2108	1
49	2566	1
49	2946	0
49	1936	0
49	2446	0
49	1042	0
50	88	1
50	3817	1
50	1997	1
50	2310	1
50	3120	0
50	2688	0
50	2280	0
50	1670	0
51	3118	1
51	3113	1
51	3172	1
51	950	1
51	2864	0
51	2674	0
51	1016	0
51	313	0
52	1536	1
52	1530	1
52	1019	1
52	1475	1
52	1861	0
52	2882	0
52	2583	0
52	2436	0
53	3425	1
53	194	1
53	1995	1
53	3558	1
53	49	0
53	190	0
53	292	0
53	70	0
54	168	1
54	2153	1
54	246	1
54	2248	1
54	2521	0
54	3664	0
54	1857	0
54	1710	0
55	2152	1
55	959	1
55	850	1
55	47	1
55	2516	0
55	1283	0
55	3012	0
55	2700	0
56	2681	1
56	1611	1
56	1613	1
56	2755	1
56	3714	0
56	3204	0
56	2522	0
56	3226	0
57	3561	1
57	2484	1
57	1892	1
57	2850	1
57	144	0
57	772	0
57	3147	0
57	451	0
58	1896	1
58	2419	1
58	268	1
58	2719	1
58	2396	0
58	3599	0
58	443	0
58	1647	0
59	3748	1
59	1828	1
59	2028	1
59	2983	1
59	1870	0
59	2126	0
59	3634	0
59	768	0
60	3264	1
60	83	1
60	1700	1
60	3340	1
60	1760	0
60	3595	0
60	3287	0
60	932	0
61	3674	1
61	2506	1
61	1307	1
61	1085	1
61	2536	0
61	260	0
61	2872	0
61	2134	0
62	3645	1
62	2932	1
62	2285	1
62	1758	1
62	810	0
62	2304	0
62	2024	0
62	1180	0
63	2188	1
63	986	1
63	3012	1
63	2026	1
63	3808	0
63	1908	0
63	2792	0
63	1244	0
64	1668	1
64	1651	1
64	1596	1
64	1574	1
64	2422	0
64	1466	0
64	1786	0
64	1504	0
65	1936	1
65	883	1
65	2581	1
65	2022	1
65	3432	0
65	108	0
65	3713	0
65	550	0
66	2152	1
66	3612	1
66	3197	1
66	2431	1
66	3472	0
66	2137	0
66	955	0
66	3417	0
67	3400	1
67	2865	1
67	242	1
67	3149	1
67	3669	0
67	1316	0
67	141	0
67	2410	0
68	1029	1
68	589	1
68	2070	1
68	1895	1
68	2314	0
68	2373	0
68	2459	0
68	2935	0
69	2608	1
69	393	1
69	2513	1
69	926	1
69	826	0
69	544	0
69	3824	0
69	3719	0
70	384	1
70	584	1
70	2084	1
70	590	1
70	1969	0
70	213	0
70	1395	0
70	1396	0
71	1767	1
71	2708	1
71	2654	1
71	199	1
71	2424	0
71	1541	0
71	292	0
71	2630	0
72	1651	1
72	3468	1
72	1574	1
72	2567	1
72	3737	0
72	3804	0
72	1552	0
72	362	0
73	2987	1
73	1196	1
73	3612	1
73	2655	1
73	433	0
73	2440	0
73	2259	0
73	3449	0
74	2842	1
74	2535	1
74	2508	1
74	1607	1
74	1913	0
74	3352	0
74	1322	0
74	861	0
75	3754	1
75	283	1
75	2591	1
75	2027	1
75	951	0
75	1266	0
75	775	0
75	2804	0
76	624	1
76	749	1
76	3082	1
76	541	1
76	511	0
76	3646	0
76	2363	0
76	2255	0
77	2761	1
77	3074	1
77	2900	1
77	3713	1
77	511	0
77	1724	0
77	130	0
77	920	0
78	2312	1
78	1835	1
78	1772	1
78	3472	1
78	2673	0
78	374	0
78	2690	0
78	3324	0
79	3336	1
79	1961	1
79	1969	1
79	1972	1
79	2861	0
79	975	0
79	295	0
79	3326	0
80	3390	1
80	2987	1
80	782	1
80	2415	1
80	3693	0
80	3193	0
80	2418	0
80	1011	0
81	3761	1
81	194	1
81	1917	1
81	1029	1
81	338	0
81	1842	0
81	38	0
81	1752	0
82	1616	1
82	1361	1
82	1533	1
82	3718	1
82	3390	0
82	2618	0
82	2958	0
82	1223	0
83	2665	1
83	2554	1
83	1388	1
83	3254	1
83	3264	0
83	2068	0
83	878	0
83	510	0
84	1536	1
84	1538	1
84	1483	1
84	1479	1
84	477	0
84	606	0
84	476	0
84	654	0
85	2304	1
85	1811	1
85	3558	1
85	3559	1
85	161	0
85	3069	0
85	680	0
85	688	0
86	817	1
86	3742	1
86	3774	1
86	174	1
86	2490	0
86	2019	0
86	1813	0
86	1387	0
87	1178	1
87	309	1
87	1142	1
87	1103	1
87	2273	0
87	2283	0
87	3214	0
87	3795	0
88	2889	1
88	1185	1
88	2433	1
88	1958	1
88	2289	0
88	3280	0
88	2773	0
88	1521	0
89	1440	1
89	266	1
89	3478	1
89	1394	1
89	3092	0
89	3400	0
89	2041	0
89	3196	0
90	2320	1
90	3538	1
90	3075	1
90	2310	1
90	3395	0
90	2901	0
90	880	0
90	3598	0
91	1770	1
91	2093	1
91	118	1
91	2719	1
91	1720	0
91	2303	0
91	2643	0
91	219	0
92	769	1
92	1931	1
92	1998	1
92	2959	1
92	12	0
92	2900	0
92	913	0
92	2898	0
93	1537	1
93	1610	1
93	2214	1
93	2110	1
93	2392	0
93	209	0
93	2166	0
93	2572	0
94	3026	1
94	2079	1
94	2348	1
94	695	1
94	1024	0
94	3654	0
94	1480	0
94	1449	0
95	3297	1
95	2309	1
95	2285	1
95	1758	1
95	961	0
95	1652	0
95	1509	0
95	2073	0
96	2545	1
96	434	1
96	2026	1
96	3422	1
96	2203	0
96	548	0
96	972	0
96	1662	0
97	1057	1
97	3338	1
97	3674	1
97	2263	1
97	3424	0
97	3452	0
97	744	0
97	971	0
98	328	1
98	1050	1
98	276	1
98	3288	1
98	2118	0
98	1928	0
98	3529	0
98	1820	0
99	2987	1
99	156	1
99	2389	1
99	1966	1
99	943	0
99	3811	0
99	1443	0
99	762	0
100	3426	1
100	3011	1
100	3014	1
100	2967	1
100	927	0
100	3658	0
100	3035	0
100	2501	0
101	1699	1
101	965	1
101	343	1
101	71	1
101	1522	0
101	2735	0
101	3326	0
101	3805	0
102	3064	1
102	2129	1
102	3648	1
102	143	1
102	2045	0
102	1834	0
102	3014	0
102	2248	0
103	3227	1
103	659	1
103	2084	1
103	126	1
103	2261	0
103	3753	0
103	3647	0
103	415	0
104	2975	1
104	524	1
104	685	1
104	1791	1
104	93	0
104	423	0
104	638	0
104	3424	0
105	2873	1
105	3746	1
105	3755	1
105	1311	1
105	3476	0
105	1011	0
105	652	0
105	3649	0
106	2921	1
106	2722	1
106	1811	1
106	2582	1
106	1619	0
106	868	0
106	1452	0
106	3678	0
107	2233	1
107	1226	1
107	2359	1
107	847	1
107	703	0
107	1443	0
107	1651	0
107	2802	0
108	3065	1
108	2482	1
108	59	1
108	2822	1
108	1974	0
108	2214	0
108	1156	0
108	3702	0
109	345	1
109	186	1
109	2618	1
109	906	1
109	452	0
109	52	0
109	787	0
109	485	0
110	272	1
110	386	1
110	3325	1
110	135	1
110	800	0
110	587	0
110	188	0
110	2736	0
111	345	1
111	1250	1
111	955	1
111	2618	1
111	2056	0
111	1356	0
111	51	0
111	348	0
112	1496	1
112	1554	1
112	1542	1
112	1239	1
112	3035	0
112	183	0
112	2808	0
112	3233	0
113	3089	1
113	3818	1
113	485	1
113	150	1
113	3463	0
113	365	0
113	3617	0
113	279	0
114	3128	1
114	2857	1
114	874	1
114	51	1
114	3783	0
114	3341	0
114	3490	0
114	3017	0
115	3464	1
115	314	1
115	420	1
115	2220	1
115	2807	0
115	1920	0
115	3315	0
115	1479	0
116	369	1
116	2713	1
116	1883	1
116	967	1
116	334	0
116	40	0
116	408	0
116	1396	0
117	3187	1
117	1715	1
117	2364	1
117	70	1
117	1795	0
117	1357	0
117	2814	0
117	2796	0
118	1386	1
118	2171	1
118	1373	1
118	885	1
118	936	0
118	2949	0
118	3460	0
118	3771	0
119	2269	1
119	404	1
119	317	1
119	3078	1
119	3031	0
119	1082	0
119	3340	0
119	272	0
120	658	1
120	2882	1
120	910	1
120	359	1
120	197	0
120	2082	0
120	2394	0
120	1329	0
121	3511	1
121	171	1
121	3612	1
121	3367	1
121	2269	0
121	3179	0
121	997	0
121	3175	0
122	2728	1
122	3616	1
122	1539	1
122	3768	1
122	3482	0
122	3568	0
122	2687	0
122	573	0
123	1961	1
123	2468	1
123	205	1
123	1279	1
123	1352	0
123	3481	0
123	2731	0
123	1907	0
124	1969	1
124	1970	1
124	1972	1
124	205	1
124	2901	0
124	3432	0
124	1884	0
124	2186	0
125	1264	1
125	1985	1
125	2506	1
125	2445	1
125	942	0
125	2645	0
125	3405	0
125	508	0
126	1069	1
126	67	1
126	253	1
126	71	1
126	2446	0
126	373	0
126	1207	0
126	2255	0
127	372	1
127	1113	1
127	60	1
127	796	1
127	128	0
127	1572	0
127	1226	0
127	1059	0
128	1656	1
128	113	1
128	1573	1
128	2422	1
128	2555	0
128	319	0
128	2858	0
128	99	0
129	2624	1
129	1052	1
129	3661	1
129	2271	1
129	1653	0
129	2955	0
129	1659	0
129	3270	0
130	1801	1
130	2682	1
130	1635	1
130	2685	1
130	839	0
130	2999	0
130	1421	0
130	2498	0
131	3225	1
131	2259	1
131	3342	1
131	1495	1
131	3801	0
131	3120	0
131	1524	0
131	602	0
132	728	1
132	2020	1
132	1432	1
132	3182	1
132	3622	0
132	3007	0
132	3482	0
132	3080	0
133	26	1
133	2820	1
133	405	1
133	2743	1
133	1267	0
133	2105	0
133	2353	0
133	2230	0
134	1418	1
134	1659	1
134	613	1
134	901	1
134	1394	0
134	2042	0
134	620	0
134	94	0
135	2271	1
135	2651	1
135	2276	1
135	1239	1
135	1689	0
135	3811	0
135	1630	0
135	2735	0
136	1049	1
136	3515	1
136	1037	1
136	151	1
136	3229	0
136	1812	0
136	2880	0
136	3679	0
137	1266	1
137	372	1
137	2877	1
137	1087	1
137	2450	0
137	3496	0
137	1478	0
137	2589	0
138	1440	1
138	1394	1
138	3084	1
138	3046	1
138	1969	0
138	3149	0
138	479	0
138	1533	0
139	2736	1
139	3522	1
139	676	1
139	550	1
139	3269	0
139	1728	0
139	580	0
139	1562	0
140	2873	1
140	2868	1
140	3077	1
140	3055	1
140	236	0
140	970	0
140	718	0
140	15	0
141	3816	1
141	906	1
141	2619	1
141	1250	1
141	2950	0
141	2165	0
141	3427	0
141	1026	0
142	2770	1
142	2818	1
142	1700	1
142	1662	1
142	3092	0
142	2482	0
142	1890	0
142	2958	0
143	1472	1
143	1993	1
143	1494	1
143	1535	1
143	705	0
143	3507	0
143	3646	0
143	1768	0
144	3816	1
144	345	1
144	2619	1
144	1129	1
144	2773	0
144	1200	0
144	1319	0
144	1456	0
145	3504	1
145	1129	1
145	372	1
145	3148	1
145	2171	0
145	2724	0
145	1071	0
145	2197	0
146	840	1
146	17	1
146	1443	1
146	1990	1
146	121	0
146	1780	0
146	928	0
146	3755	0
147	2618	1
147	2619	1
147	149	1
147	2183	1
147	2008	0
147	3446	0
147	638	0
147	1303	0
148	2290	1
148	2335	1
148	2005	1
148	239	1
148	1418	0
148	1971	0
148	3598	0
148	1167	0
149	2281	1
149	3149	1
149	2053	1
149	3438	1
149	1053	0
149	433	0
149	743	0
149	3176	0
150	3064	1
150	2537	1
150	2538	1
150	1765	1
150	933	0
150	2979	0
150	1641	0
150	323	0
151	3640	1
151	689	1
151	1740	1
151	3054	1
151	2560	0
151	1383	0
151	220	0
151	2980	0
152	1601	1
152	3822	1
152	1214	1
152	542	1
152	3007	0
152	3720	0
152	2019	0
152	3194	0
153	1872	1
153	3529	1
153	1428	1
153	1455	1
153	573	0
153	2283	0
153	341	0
153	1218	0
154	3569	1
154	1002	1
154	1546	1
154	3127	1
154	3545	0
154	95	0
154	2202	0
154	529	0
155	1552	1
155	1033	1
155	2196	1
155	2782	1
155	932	0
155	401	0
155	1220	0
155	1088	0
156	2594	1
156	3626	1
156	3676	1
156	3271	1
156	3216	0
156	2697	0
156	1170	0
156	2618	0
157	600	1
157	585	1
157	1789	1
157	1816	1
157	2815	0
157	2155	0
157	1184	0
157	2265	0
158	2546	1
158	323	1
158	1660	1
158	741	1
158	885	0
158	2521	0
158	2687	0
158	3193	0
159	2657	1
159	2153	1
159	2346	1
159	2262	1
159	453	0
159	1454	0
159	3725	0
159	263	0
160	2153	1
160	3026	1
160	1429	1
160	2302	1
160	897	0
160	3720	0
160	2093	0
160	80	0
161	2994	1
161	2666	1
161	588	1
161	3818	1
161	2233	0
161	3777	0
161	3792	0
161	1746	0
162	617	1
162	2582	1
162	2345	1
162	1607	1
162	1508	0
162	3811	0
162	1070	0
162	96	0
163	2184	1
163	2873	1
163	1027	1
163	1789	1
163	3728	0
163	3715	0
163	467	0
163	1586	0
164	96	1
164	2622	1
164	2964	1
164	94	1
164	264	0
164	457	0
164	901	0
164	3609	0
165	531	1
165	2083	1
165	18	1
165	26	1
165	2762	0
165	183	0
165	646	0
165	2018	0
166	817	1
166	426	1
166	1758	1
166	3055	1
166	898	0
166	17	0
166	659	0
166	3806	0
167	2632	1
167	3616	1
167	3771	1
167	1207	1
167	1633	0
167	1202	0
167	1549	0
167	542	0
168	3184	1
168	3090	1
168	1461	1
168	2007	1
168	2342	0
168	2746	0
168	2772	0
168	2255	0
169	203	1
169	916	1
169	1229	1
169	3579	1
169	3128	0
169	2528	0
169	2744	0
169	977	0
170	1977	1
170	2627	1
170	2277	1
170	3773	1
170	921	0
170	2965	0
170	1135	0
170	3403	0
171	2226	1
171	3050	1
171	2854	1
171	1439	1
171	2306	0
171	232	0
171	68	0
171	3495	0
172	3128	1
172	938	1
172	2677	1
172	3711	1
172	1114	0
172	2741	0
172	301	0
172	931	0
173	3582	1
173	3187	1
173	1973	1
173	3550	1
173	106	0
173	2147	0
173	887	0
173	377	0
174	864	1
174	409	1
174	2595	1
174	2694	1
174	3755	0
174	3590	0
174	2914	0
174	2158	0
175	3561	1
175	2850	1
175	1285	1
175	2871	1
175	3511	0
175	3598	0
175	2679	0
175	1540	0
176	2240	1
176	2312	1
176	2553	1
176	1374	1
176	3166	0
176	320	0
176	1506	0
176	384	0
177	3155	1
177	939	1
177	3695	1
177	959	1
177	811	0
177	2107	0
177	2681	0
177	1223	0
178	305	1
178	354	1
178	2435	1
178	1313	1
178	2059	0
178	393	0
178	2533	0
178	1017	0
179	945	1
179	2738	1
179	3268	1
179	3269	1
179	1899	0
179	155	0
179	2647	0
179	3605	0
180	3248	1
180	666	1
180	3254	1
180	3350	1
180	1324	0
180	2380	0
180	3535	0
180	3033	0
181	2920	1
181	2028	1
181	93	1
181	3182	1
181	1979	0
181	2905	0
181	2848	0
181	3560	0
182	1856	1
182	2535	1
182	1853	1
182	951	1
182	2948	0
182	2875	0
182	202	0
182	2660	0
183	3163	1
183	852	1
183	3797	1
183	118	1
183	1038	0
183	471	0
183	3721	0
183	1507	0
184	1945	1
184	3116	1
184	1709	1
184	1623	1
184	1522	0
184	580	0
184	2365	0
184	2932	0
185	1574	1
185	1949	1
185	454	1
185	3207	1
185	3742	0
185	239	0
185	2485	0
185	367	0
186	2104	1
186	961	1
186	565	1
186	1593	1
186	1645	0
186	12	0
186	3276	0
186	1311	0
187	1744	1
187	3714	1
187	3715	1
187	2677	1
187	219	0
187	3477	0
187	1040	0
187	3795	0
188	948	1
188	188	1
188	3191	1
188	2610	1
188	1611	0
188	3158	0
188	1478	0
188	3775	0
189	2905	1
189	1786	1
189	523	1
189	3003	1
189	40	0
189	2597	0
189	2043	0
189	1875	0
190	3693	1
190	1659	1
190	613	1
190	663	1
190	1163	0
190	910	0
190	2328	0
190	1900	0
191	2921	1
191	137	1
191	3146	1
191	2936	1
191	2801	0
191	3142	0
191	2458	0
191	2851	0
192	1992	1
192	2610	1
192	188	1
192	245	1
192	1052	0
192	3379	0
192	2225	0
192	1522	0
193	1896	1
193	1753	1
193	1754	1
193	2932	1
193	707	0
193	3464	0
193	3623	0
193	353	0
194	1200	1
194	874	1
194	2139	1
194	1448	1
194	1679	0
194	3263	0
194	3601	0
194	1761	0
195	3352	1
195	3353	1
195	2276	1
195	2574	1
195	2043	0
195	3275	0
195	568	0
195	2107	0
196	2811	1
196	3103	1
196	2653	1
196	2639	1
196	751	0
196	608	0
196	3001	0
196	1597	0
197	2363	1
197	509	1
197	653	1
197	343	1
197	1376	0
197	173	0
197	3746	0
197	1647	0
198	160	1
198	2091	1
198	603	1
198	3085	1
198	1474	0
198	2000	0
198	2095	0
198	2684	0
199	2875	1
199	2691	1
199	2909	1
199	2910	1
199	2478	0
199	2816	0
199	1511	0
199	3515	0
200	716	1
200	555	1
200	212	1
200	495	1
200	1696	0
200	775	0
200	97	0
200	2620	0
201	2776	1
201	2114	1
201	2171	1
201	3571	1
201	176	0
201	464	0
201	2658	0
201	1235	0
202	760	1
202	51	1
202	973	1
202	2759	1
202	1330	0
202	2930	0
202	1013	0
202	225	0
203	1706	1
203	3801	1
203	1498	1
203	2787	1
203	1168	0
203	2680	0
203	1677	0
203	158	0
204	609	1
204	2441	1
204	1611	1
204	2454	1
204	2785	0
204	608	0
204	1497	0
204	1994	0
205	1632	1
205	2833	1
205	2835	1
205	1631	1
205	321	0
205	868	0
205	1389	0
205	2807	0
206	2506	1
206	1235	1
206	2599	1
206	127	1
206	2717	0
206	2623	0
206	1821	0
206	2480	0
207	606	1
207	3009	1
207	342	1
207	1886	1
207	3563	0
207	2065	0
207	1	0
207	3492	0
208	3368	1
208	202	1
208	1794	1
208	1221	1
208	299	0
208	646	0
208	1133	0
208	1064	0
209	1297	1
209	1418	1
209	1627	1
209	1659	1
209	3135	0
209	3175	0
209	2132	0
209	1212	0
210	3065	1
210	59	1
210	2822	1
210	2839	1
210	2100	0
210	2220	0
210	2843	0
210	1212	0
211	2216	1
211	3683	1
211	2165	1
211	3655	1
211	1646	0
211	231	0
211	2949	0
211	2605	0
212	824	1
212	2241	1
212	323	1
212	3673	1
212	1849	0
212	2608	0
212	1592	0
212	293	0
213	2700	1
213	1892	1
213	3069	1
213	2871	1
213	1270	0
213	3455	0
213	2381	0
213	851	0
214	1736	1
214	731	1
214	878	1
214	3583	1
214	1146	0
214	479	0
214	2149	0
214	1266	0
215	3120	1
215	114	1
215	124	1
215	3568	1
215	1879	0
215	554	0
215	3666	0
215	313	0
216	2153	1
216	2301	1
216	2286	1
216	2335	1
216	734	0
216	385	0
216	343	0
216	1950	0
217	305	1
217	3314	1
217	2787	1
217	2811	1
217	3667	0
217	666	0
217	59	0
217	3378	0
218	1178	1
218	44	1
218	548	1
218	3679	1
218	2536	0
218	3282	0
218	3461	0
218	1529	0
219	3747	1
219	2997	1
219	902	1
219	2615	1
219	2982	0
219	1359	0
219	1759	0
219	897	0
220	3400	1
220	804	1
220	3334	1
220	2871	1
220	3804	0
220	3092	0
220	2339	0
220	860	0
221	848	1
221	1835	1
221	3475	1
221	2551	1
221	877	0
221	1339	0
221	2699	0
221	3587	0
222	2859	1
222	1915	1
222	172	1
222	2588	1
222	2651	0
222	2353	0
222	1030	0
222	2074	0
223	17	1
223	947	1
223	716	1
223	743	1
223	1061	0
223	2450	0
223	2164	0
223	3518	0
224	2048	1
224	194	1
224	3558	1
224	2294	1
224	1729	0
224	55	0
224	1435	0
224	16	0
225	3015	1
225	2547	1
225	1349	1
225	879	1
225	3155	0
225	1625	0
225	828	0
225	1097	0
226	3672	1
226	2964	1
226	3749	1
226	102	1
226	1540	0
226	3788	0
226	2706	0
226	2855	0
227	40	1
227	2756	1
227	2101	1
227	2221	1
227	2819	0
227	3176	0
227	2864	0
227	2869	0
228	1657	1
228	1610	1
228	1652	1
228	1599	1
228	922	0
228	1954	0
228	646	0
228	1900	0
229	712	1
229	521	1
229	2452	1
229	3680	1
229	1770	0
229	1725	0
229	1809	0
229	1989	0
230	2913	1
230	82	1
230	3758	1
230	47	1
230	958	0
230	3684	0
230	1054	0
230	3371	0
231	577	1
231	3823	1
231	3062	1
231	1895	1
231	1148	0
231	2012	0
231	3027	0
231	3004	0
232	872	1
232	1034	1
232	3754	1
232	2053	1
232	1970	0
232	3787	0
232	1693	0
232	1297	0
233	2770	1
233	83	1
233	940	1
233	3479	1
233	964	0
233	1026	0
233	3114	0
233	3735	0
234	304	1
234	276	1
234	2357	1
234	295	1
234	96	0
234	3279	0
234	2806	0
234	1506	0
235	3616	1
235	2681	1
235	2692	1
235	1613	1
235	2131	0
235	1836	0
235	3402	0
235	375	0
236	1972	1
236	1971	1
236	444	1
236	3614	1
236	1928	0
236	2691	0
236	171	0
236	1941	0
237	833	1
237	1922	1
237	2679	1
237	1887	1
237	2650	0
237	1395	0
237	2944	0
237	2702	0
238	96	1
238	764	1
238	2550	1
238	3078	1
238	150	0
238	751	0
238	1221	0
238	4	0
239	3461	1
239	1443	1
239	3181	1
239	1102	1
239	1747	0
239	2900	0
239	2308	0
239	1253	0
240	1456	1
240	122	1
240	1732	1
240	2869	1
240	461	0
240	639	0
240	1226	0
240	505	0
241	32	1
241	2849	1
241	2880	1
241	84	1
241	2369	0
241	1165	0
241	1862	0
241	2348	0
242	1618	1
242	307	1
242	356	1
242	3189	1
242	1174	0
242	2818	0
242	1964	0
242	3280	0
243	1833	1
243	1835	1
243	3539	1
243	263	1
243	3158	0
243	2185	0
243	708	0
243	511	0
244	432	1
244	2077	1
244	2756	1
244	2029	1
244	3172	0
244	560	0
244	1340	0
244	2205	0
245	3264	1
245	2346	1
245	1276	1
245	3557	1
245	2200	0
245	414	0
245	621	0
245	3481	0
246	265	1
246	2948	1
246	1677	1
246	303	1
246	3396	0
246	778	0
246	1965	0
246	519	0
247	1791	1
247	275	1
247	1997	1
247	1087	1
247	1040	0
247	837	0
247	2701	0
247	1680	0
248	121	1
248	948	1
248	3118	1
248	3017	1
248	1999	0
248	183	0
248	1318	0
248	379	0
249	3824	1
249	890	1
249	963	1
249	391	1
249	2959	0
249	1478	0
249	905	0
249	1037	0
250	977	1
250	1765	1
250	1614	1
250	2749	1
250	3746	0
250	2972	0
250	2541	0
250	1686	0
251	1705	1
251	1388	1
251	2341	1
251	2614	1
251	2581	0
251	268	0
251	3673	0
251	3088	0
252	1385	1
252	1394	1
252	2050	1
252	428	1
252	779	0
252	3529	0
252	777	0
252	1510	0
253	3752	1
253	625	1
253	2505	1
253	801	1
253	1237	0
253	3800	0
253	3201	0
253	535	0
254	2537	1
254	2539	1
254	1765	1
254	3369	1
254	1169	0
254	2059	0
254	3074	0
254	1940	0
255	3742	1
255	3750	1
255	3077	1
255	3142	1
255	1423	0
255	1070	0
255	458	0
255	2293	0
256	2261	1
256	3264	1
256	2157	1
256	2103	1
256	1145	0
256	3685	0
256	2006	0
256	834	0
257	938	1
257	52	1
257	446	1
257	111	1
257	311	0
257	2782	0
257	808	0
257	3173	0
258	3438	1
258	1827	1
258	2699	1
258	790	1
258	1552	0
258	3027	0
258	2361	0
258	3131	0
259	3481	1
259	82	1
259	3517	1
259	3055	1
259	3413	0
